timestamp,bucket_values
2022-10-20T14:21:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-21T10:28:30,"[0.0, 0.0, 0.0, 0.001, 0.001, 0.001, 0.003, 0.005, 0.014, 0.027, 0.062, 0.124, 0.255, 0.319, 0.143, 0.031, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-22T08:49:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.005, 0.009, 0.013, 0.039, 0.092, 0.178, 0.281, 0.221, 0.109, 0.035, 0.008, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-23T11:46:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.004, 0.009, 0.026, 0.034, 0.061, 0.103, 0.183, 0.273, 0.185, 0.077, 0.024, 0.009, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-24T12:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.008, 0.013, 0.028, 0.103, 0.223, 0.21, 0.194, 0.122, 0.059, 0.022, 0.007, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-25T11:23:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.009, 0.018, 0.039, 0.106, 0.307, 0.331, 0.135, 0.031, 0.013, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-26T11:05:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.002, 0.003, 0.004, 0.005, 0.011, 0.045, 0.11, 0.209, 0.198, 0.214, 0.131, 0.042, 0.015, 0.007, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-27T09:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.004, 0.005, 0.006, 0.011, 0.065, 0.22, 0.329, 0.224, 0.085, 0.027, 0.01, 0.005, 0.003, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-28T11:09:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.001, 0.003, 0.003, 0.003, 0.005, 0.005, 0.009, 0.028, 0.088, 0.181, 0.243, 0.224, 0.112, 0.051, 0.025, 0.012, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-29T08:33:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.003, 0.005, 0.008, 0.025, 0.093, 0.29, 0.242, 0.16, 0.104, 0.042, 0.015, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-10-30T15:01:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005, 0.004, 0.006, 0.008, 0.014, 0.05, 0.2, 0.357, 0.26, 0.079, 0.011, 0.003, 0.001, 0.0, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-01T07:37:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.002, 0.004, 0.009, 0.022, 0.077, 0.236, 0.329, 0.204, 0.072, 0.026, 0.007, 0.003, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-02T08:20:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.002, 0.003, 0.004, 0.006, 0.013, 0.032, 0.128, 0.266, 0.22, 0.155, 0.092, 0.043, 0.022, 0.009, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-03T10:10:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.005, 0.01, 0.025, 0.055, 0.138, 0.154, 0.203, 0.21, 0.122, 0.043, 0.017, 0.007, 0.003, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-04T08:41:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.009, 0.014, 0.018, 0.026, 0.109, 0.272, 0.191, 0.134, 0.108, 0.064, 0.027, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-04T11:23:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.007, 0.009, 0.014, 0.018, 0.026, 0.109, 0.272, 0.191, 0.134, 0.108, 0.064, 0.027, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-05T08:59:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.003, 0.007, 0.014, 0.021, 0.056, 0.114, 0.142, 0.181, 0.226, 0.141, 0.05, 0.023, 0.011, 0.006, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-06T11:03:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.002, 0.002, 0.004, 0.004, 0.007, 0.015, 0.089, 0.212, 0.24, 0.215, 0.111, 0.048, 0.022, 0.012, 0.007, 0.004, 0.001, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0]"
2022-11-07T10:16:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.004, 0.003, 0.005, 0.008, 0.011, 0.031, 0.056, 0.122, 0.208, 0.239, 0.177, 0.083, 0.031, 0.013, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-08T09:17:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.003, 0.006, 0.009, 0.015, 0.058, 0.155, 0.229, 0.182, 0.15, 0.094, 0.044, 0.032, 0.016, 0.005, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-09T10:51:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.003, 0.002, 0.002, 0.004, 0.006, 0.012, 0.022, 0.082, 0.219, 0.274, 0.218, 0.099, 0.035, 0.014, 0.005, 0.003, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-10T11:06:00,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.0, 0.001, 0.001, 0.001, 0.001, 0.004, 0.023, 0.099, 0.153, 0.106, 0.137, 0.208, 0.146, 0.06, 0.031, 0.016, 0.008, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-11T09:38:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.002, 0.002, 0.002, 0.006, 0.015, 0.027, 0.107, 0.216, 0.182, 0.181, 0.173, 0.063, 0.015, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-12T06:43:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.001, 0.003, 0.008, 0.008, 0.014, 0.026, 0.049, 0.09, 0.168, 0.21, 0.182, 0.131, 0.056, 0.024, 0.015, 0.008, 0.004, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-13T11:27:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0, 0.0, 0.003, 0.006, 0.009, 0.019, 0.063, 0.099, 0.176, 0.23, 0.221, 0.094, 0.038, 0.019, 0.012, 0.005, 0.003, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-14T11:39:00,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.004, 0.003, 0.004, 0.005, 0.01, 0.024, 0.115, 0.424, 0.243, 0.069, 0.055, 0.032, 0.008, 0.004, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-15T10:29:30,"[0.0, 0.0, 0.0, 0.0, 0.003, 0.003, 0.004, 0.006, 0.028, 0.073, 0.102, 0.264, 0.287, 0.141, 0.055, 0.018, 0.008, 0.003, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-16T10:16:30,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.004, 0.006, 0.022, 0.039, 0.053, 0.197, 0.345, 0.182, 0.061, 0.05, 0.026, 0.006, 0.002, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-17T10:34:30,"[0.0, 0.0, 0.0, 0.0, 0.002, 0.003, 0.003, 0.002, 0.004, 0.012, 0.018, 0.049, 0.227, 0.414, 0.207, 0.041, 0.012, 0.004, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2022-11-18T10:31:30,"[0.0, 0.0, 0.0, 0.0, 0.001, 0.001, 0.003, 0.004, 0.018, 0.05, 0.089, 0.274, 0.264, 0.114, 0.042, 0.064, 0.056, 0.015, 0.003, 0.001, 0.001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"